ISO code,Country and areas,Survey year,Year*,United Nations Region,United Nations Sub-Region,SDG Region,UNICEF Region,UNICEF Sub-Region,WHO Region,World Bank Income Classification,World Bank Region,LDC,LIFD,LLDC or SIDS,UNICEF Survey ID,WHO Global Database Number,Type of Estimate,WHZ Survey Sample (N),Severe Wasting,Severe Wasting Footnote,Wasting,Wasting Footnote,Overweight,Overweight Footnote,HAZ Survey Sample (N),Stunting,Stunting Footnote,WAZ Survey Sample (N),Underweight,Underweight Footnote,Fieldwork period,Report Author,Source,Short Source,U5 Population ('000s)
BGD,BANGLADESH,2003,2003,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,47,02641,Adjusted,86999.0,2.1,d 44,12.5,d 44,1.0,d 44,86999.0,47.8,d 44,86999.0,38.9,d 44,,Helen Keller International (HKI) Bangladesh.,"Nutritional Surveillance Project 2003: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.",Surveillance,17381.03906
BGD,BANGLADESH,2004,2004,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,48,02705,Reanalyzed,6082.9,3.5,,14.6,,0.9,,6094.1,50.5,,6253.0,42.8,,"January,2004-May,2004","National Institute of Population Research and Training (NIPORT), Mitra and Associates, and ORC Macro.","Bangladesh demographic and health survey 2004. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland [USA]: NIPORT, Mitra and Associates, and ORC Macro, 2005",DHS,17436.78516
BGD,BANGLADESH,2005,2005,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,49,02784,Adjusted,74758.0,1.9,d 44,11.8,d 44,1.0,d 44,74758.0,45.9,d 44,74758.0,37.3,d 44,,Helen Keller International (HKI) and Institute of Public Health Nutrition.,"Nutritional Surveillance Project 2005: Rural data (using the WHO Child Growth Standards). Unpublished estimates. Dhakar, Bangladesh: HKI and Institute of Public Health Nutrition, 2007.",Surveillance,17404.89648
BGD,BANGLADESH,2005,2005,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,1684,04020,Reported,,2.9,,14.5,,,,,46.2,,,39.7,,"January,2005-December,2005",Bangladesh Bureau of Statistics; UNICEF,Child and Mother Nutrition Survey of Bangladesh 2005,NNS,17404.89648
BGD,BANGLADESH,2006,2006,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,50,02878,Adjusted,24302.0,1.6,d 44,11.9,d 44,0.8,d 44,24302.0,45.1,d 44,24302.0,37.9,d 44,,Helen Keller International (HKI) Bangladesh.,"Nutritional Surveillance Project 2006: data on rural national data (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008",Surveillance,17265.21289
BGD,BANGLADESH,2007,2007,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,51,02928,Reanalyzed,5343.9,2.9,,17.5,,1.1,,5354.5,43.2,,5487.7,41.3,,"March,2007-August,2007","National Institute of Population Research and Training (NIPORT), Mitra and Associates, and Macro International.","Bangladesh demographic and health survey 2007. DHS. Dhaka, Bangladesh and Calverton, Maryland, USA: National Institute of Population Research and Training, Mitra and Associates, and Macro International, 2009",DHS,17053.33984
BGD,BANGLADESH,2011,2011,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,52,03135,Reanalyzed,7943.6,4.1,,15.7,,1.9,,7958.1,41.3,,8169.9,36.7,,"July,2011-December,2011","National Institute of Population Research and Training (NIPORT), Mitra and Associates, and ICF International.","Bangladesh demographic and health survey 2011. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland, USA: NIPORT, Mitra and Associates, and ICF International, 2013",DHS,15746.51367
BGD,BANGLADESH,2011-12,2011,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,1712,04035,Adjusted,,3.8,d,12.1,d,1.7,d,,44.9,d,,31.4,d,"October,2011-March,2012","Data Analysis and Technical Assistance Limited (Bangladesh), International Food Policy Research Institute (IFPRI), USAID","Bangladesh Integrated Household Survey 2011-2012. Washington DC, United States: USAID.",Other,15746.51367
BGD,BANGLADESH,2012,2012,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,4029,04037,Reported,,4.9,,13.4,,,,,41.2,,,34.4,,,Bangladesh Bureau of Statistics,Bangladesh 2012 Child and Mother Nutrition Survey,NNS,15405.78809
BGD,BANGLADESH,2012-13,2013,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,53,03229,Reanalyzed,19639.7,1.6,s,9.6,s,1.6,s,19421.7,42.0,,19921.0,31.9,s,"December,2012-April,2013",Bangladesh Bureau of Statistics and UNICEF Bangladesh.,"Bangladesh 2012-13 multiple indicator cluster survey. Final Report. Dhaka, Bangladesh: Bangladesh Bureau of Statistics and UNICEF Bangladesh, 2014.",MICS,15119.18359
BGD,BANGLADESH,2013,2013,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,54,03244,Reported,4029.0,4.9,,18.1,,2.6,,4029.0,38.7,,4029.0,35.1,,"May,2013-July,2013","Shahin S, Bhadra SK and Ahsanul Alam M.","Utilization of Essential Service Delivery (UESD) Survey 2013. Dhaka: National Institute of Population Research and Training (NIPORT), 2014.",Other,15119.18359
BGD,BANGLADESH,2014,2014,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,55,03249,Reanalyzed,7369.0,3.2,,14.4,,1.6,,7377.1,36.2,,7641.7,32.8,,"June,2014-November,2014","National Institute of Population Research and Training (NIPORT), Mitra and Associates, and ICF International.","Bangladesh Demographic and Health Survey 2014. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT, Mitra and Associates, and ICF International. 2016",DHS,14908.09082
BGD,BANGLADESH,2015,2015,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,1713,04049,Adjusted,,4.3,d,15.6,d,1.4,d,,32.7,d,,28.9,d,"January,2015-June,2015",International Food Policy Research Institute (IFPRI),"Bangladesh Integrated Household Survey (BIHS) 2015. Washington, DC: International Food Policy Research Institute (IFPRI)",Other,14761.75586
BGD,BANGLADESH,2017-18,2018,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,3740,03380,Reanalyzed,8112.9,1.5,,8.4,,2.2,,8110.1,30.9,,8334.5,21.9,,"October,2017-March,2018","National Institute of Population Research and Training (NIPORT), and ICF","Bangladesh Demographic and Health Survey 2017-18. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT and ICF",DHS,14634.72656
BGD,BANGLADESH,2018-19,2019,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,4440,04059,Adjusted,,1.8,d,9.5,d,2.1,d,,26.2,d,,19.1,d,"November,2018-April,2019",International Food Policy Research Institute (IFPRI),"Bangladesh Integrated Household Survey (BIHS) 2018-2019. Washington, DC: IFPRI. 2020",Other,14628.78906
BGD,BANGLADESH,2019,2019,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,3578,03449,Reanalyzed,22011.5,2.3,,9.8,,2.4,,22055.3,28.0,,22449.7,22.6,,"January,2019-June,2019",Bangladesh Bureau of Statistics (BBS),"Bangladesh Multiple Indicator Cluster Survey 2019, Survey Findings Report. Dhaka, Bangladesh: Bangladesh Bureau of Statistics (BBS)",MICS,14628.78906
BRB,BARBADOS,2012,2012,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,High Income,Latin America & Caribbean,,,Small island developing States (SIDS),56,03238,Reanalyzed,368.2,2.0,,6.8,,12.2,,398.7,7.7,,402.6,3.5,,"May,2012-October,2012",Barbados Statistical Service (BSS).,"Barbados multiple indicator cluster survey 2012: Final report (MICS4). Bridgetown, Barbados: BSS, 2014.",MICS,17.30800056
BLR,BELARUS,2005,2005,Europe,Eastern Europe,Northern America and Europe,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,57,02824,Reanalyzed,3018.9,0.6,,2.2,,9.7,,3028.5,4.5,,3031.1,1.3,,"November,2005-December,2005",Ministry of Statistics and Analysis (MSA) of the Republic of Belarus and Research Institute of Statistics of the MSA of the Republic of Belarus.,"Belarus multiple indicator cluster survey 2005, final report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis [Belarus] and Research Institute of Statistics of the MSA [Belarus], 2007",MICS,464.6920166
BEL,BELGIUM,2014-15,2014,Europe,Western Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,1228,03450,Reanalyzed,170.4,0.0,b,0.4,b,3.9,rw 28,170.4,1.6,rw 28,,1.1,b,"February,2014-May,2015",Institut Scientifique de Sante Publique,Enquete de la Consummation Alimentaire 2014-15,Other,642.5100098
BLZ,BELIZE,1992,1992,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),58,01341,Adjusted,,,,,,,,,,,8516.0,5.4,c,"January,1992-March,1992","Ministry of Health (Belize); Caribbean Food and Nutrition Institute, Pan American Health Organization","Assessment of the food, nutrition and health situation of Belize. INCAP Publication DC1/002. Kingston: Institute of Nutrition of Central America and Panama, 1992",Other,30.5170002
BLZ,BELIZE,2006,2006,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),59,02881,Reanalyzed,689.6,0.8,,1.9,,13.6,,724.6,22.0,,721.8,5.0,,"February,2006-March,2006",Statistical Institute of Belize (SIB) and UNICEF.,"Multiple indicator cluster survey Belize, 2006. UNICEF",MICS,37.65299988
BLZ,BELIZE,2011,2011,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),60,03154,Reanalyzed,1767.9,1.2,,3.3,,7.9,,1780.1,19.3,,1809.3,6.2,,"June,2011-August,2011",Statistical Institute of Belize (SIB) and UNICEF.,"Belize multiple indicator cluster survey 2011 (MICS). Belize city, Belize: SIB and UNICEF, 2012",MICS,37.23300171
BLZ,BELIZE,2015-16,2015,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),794,03299,Reanalyzed,2397.2,0.5,,1.8,,7.3,,2409.6,15.0,,2426.2,4.6,,"September,2015-January,2016",Statistical Institute of Belize and UNICEF Belize. 2017,"Belize Multiple Indicator Cluster Survey, 2015-2016, Final Report. Belmopan, Belize: Statistical Institute of Belize and UNICEF Belize.",MICS,37.54100037
BEN,BENIN,1996,1996,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,61,01714,Reanalyzed,2529.2,5.4,b,15.0,b,2.5,w 2,2340.9,32.4,pw 2,,25.6,b,"June,1996-August,1996","Kodjogbé N, Mboup G, Tossou J, de Souza L, Gandaho T, Guédémé A et al.","Enquête démographique et de santé 1996. Demographic and Health Surveys. Ministère du Plan, de la Restructuration Economique et de la Promotion de l'Emploi. Cotonou, Benin, 1997",DHS,1132.25
BEN,BENIN,2001,2001,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,62,02357,Reanalyzed,4880.0,3.1,,9.0,,3.1,,4122.4,36.2,,4157.8,19.5,,"August,2001-November,2001",Institut National de la Statistique et de l'Analyse Economique (INSAE) et ORC Macro.,"Enquête démographique et de santé au Bénin 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Institut National de la Statistique et de l'Analyse Economique et ORC Macro, 2002",DHS,1266.994995
BEN,BENIN,2008,2008,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,864,03451,Reanalyzed,1012445.9,1.1,b,5.2,b,1.5,sw 21,1002975.9,37.4,w 21,,17.1,b,"November,2008-December,2008",Gouvernement du Bénin; WFP; UNICEF,"Analyse Globale de la Vulnérabilité, de la Sécurité Alimentaire et de la Nutrition (AGVSAN) 2008",CFSVA,1535.916992
BEN,BENIN,2014,2014,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,64,03262,Reanalyzed,11978.9,0.9,s,4.5,s,1.7,s,11938.7,34.0,,12024.8,18.0,s,"June,2014-September,2014",Institut National de la Statistique et de l'Analyse Economique (INSAE).,"Enquête par grappes à indicateurs multiples 2014, Rapport  final , Cotonou, Bénin : Institut national de la statistique et de l’analyse économique",MICS,1783.212036
BEN,BENIN,2017-18,2018,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,2406,03359,Reanalyzed,13260.0,1.1,,5.0,,1.9,,12776.9,32.2,,12832.1,16.8,,"November,2017-February,2018",Institut National de la Statistique et de l’Analyse Économique (INSAE) et ICF," Enquête Démographique et de Santé au Bénin, 2017-2018. Cotonou, Bénin et Rockville, Maryland, USA : INSAE et ICF",DHS,2001.02002
BTN,BHUTAN,1986-88,1987,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),,Landlocked developing countries (LLDCs),65,00374,Adjusted,3273.0,,,5.2,c,3.5,c,3273.0,60.9,c,3273.0,34.0,c,"December,1986-March,1988",Bhutan Directorate of Health Services,Report on the national nutrition survey. Bhutan; December 1989.,NNS,84.88700104
BTN,BHUTAN,1999,1999,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),,Landlocked developing countries (LLDCs),66,02015,Reanalyzed,2992.0,0.8,b,2.6,b,3.9,r,2982.0,47.7,pr,,13.9,b,"March,1999-April,1999",Ministry of Health and Education.,"National anthropometric survey of under five children in Bhutan. Division of Health Services. Thimpu, Bhutan, 1999 ",NNS,74.71199799
BTN,BHUTAN,2008,2008,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),,Landlocked developing countries (LLDCs),67,02967,Reanalyzed,2133.0,1.4,rs,4.5,rs,5.4,rs,2123.0,34.9,r,2160.0,10.4,s,"November,2008-December,2008","Ministry of Health, National Statistics Bureau and Centre for Research Initiative.","National Nutrition, Infant & Young Child Feeding Survey 2008. Thimphu, Bhutan: Ministry of Health and UN.",NNS,68.09100342
BTN,BHUTAN,2010,2010,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,Least Developed Countries (LDCs),,Landlocked developing countries (LLDCs),68,03077,Reanalyzed,5862.7,2.0,,5.9,,7.6,,5805.5,33.5,,6071.4,12.7,,"April,2010-July,2010",National Statistics Bureau (NSB).,"Bhutan multiple indicator cluster survey (BMIS) 2010. Thimphu, Bhutan: NSB, May 2011",MICS,66.59999847
BOL,BOLIVIA (PLURINATIONAL STATE OF),1988,1988,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,Landlocked developing countries (LLDCs),2037,01263,Adjusted,,,,,,,,,,,151481.0,9.8,c 48,"July,1988-December,1988",Ministerio de Planeamiento y Coordinacion,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (1988 Extract)",Surveillance,1053.536987
BOL,BOLIVIA (PLURINATIONAL STATE OF),1989,1989,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,Landlocked developing countries (LLDCs),70,00232,Reanalyzed,2573.0,0.8,b,1.9,b,7.8,rw 13,2561.0,41.9,rw 13,,8.5,b,"March,1989-July,1989",Ministerio de Planeamiento y Coordinacion.,"Encuesta nacional de demografia y salud 1989. Demographic and Health Surveys. La Paz, Bolivia, 1990 ",DHS,1071.930054
BOL,BOLIVIA (PLURINATIONAL STATE OF),1990,1990,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,Landlocked developing countries (LLDCs),2038,03548,Adjusted,,,,,,,,,,,490699.0,9.7,c 48,,Ministerio de Planeamiento y Coordinacion,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (1990 Extract)",Surveillance,1089.727051
BOL,BOLIVIA (PLURINATIONAL STATE OF),1991,1991,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,Landlocked developing countries (LLDCs),2039,03549,Adjusted,,,,,,,,,,,536952.0,10.2,c 48,,Ministerio de Planeamiento y Coordinacion,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (1991 Extract)",Surveillance,1106.303955
BOL,BOLIVIA (PLURINATIONAL STATE OF),1992,1992,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,Landlocked developing countries (LLDCs),73,01546,Adjusted,,,,,,,,,,,666872.0,10.5,c 48,,Ministerio de Desarrollo Humano.,"Bolivia: mapa de la desnutricion 1990-1992. La Paz, Bolivia, 1994",Other,1120.758057
BOL,BOLIVIA (PLURINATIONAL STATE OF),1993-94,1994,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,Landlocked developing countries (LLDCs),74,01359,Reanalyzed,2907.7,1.4,b,4.7,b,8.1,w 3,2915.4,34.4,w 3,,12.4,b,"November,1993-June,1994",Ministerio de Desarrollo Sostenible y Medio Ambiente.,"Encuesta nacional de demografia y salud 1994. Demographic and Health Surveys. La Paz, Bolivia, 1994",DHS,1141.292969
